log_location,booked_location,log_plate_no,booked_plate_no,gps_received,arrival,trip_number,group_names,time_difference,duration
8420 South Mega DC,8420 South Mega DC,ABK1479,ABK1479,2020-12-29T07:13:19Z,2020-12-19T09:00:00Z,7300246286,DHL,9d 22H 13M 19S,857599s (~1.42 weeks)
PUREGOLD PRICE CLUB-JR. CONCEPCION,NA,ABC 7419,NA,2020-12-29T07:13:47Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8420 South Mega DC,NA,RHU 819,NA,2020-12-29T07:14:21Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
PUREGOLD PRICE CLUB - VISAYAS AVE.,NA,NAZ 1371,NA,2020-12-29T07:14:32Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8160 BCFG Binan,8160 BCFG Binan,JAG 5998,JAG 5998,2020-12-29T07:14:50Z,2021-01-04T01:47:00Z,7300243803,"DHL,Goldmaine Logistics Service",-5d -18H -32M -10S,-498730s (~-5.77 days)
8060 BCFG Tarlac,NA,ADK5723,NA,2020-12-29T07:14:51Z,NA,NA,"DHL,Gods Favor",NA,NA
8180 BCFG San Pedro 2,NA,ECTGDMRDT5,NA,2020-12-29T07:15:49Z,NA,NA,DHL,NA,NA
PUREGOLD PRICE CLUB-JR. CONCEPCION,NA,ABC 7419,NA,2020-12-29T07:16:06Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8180 BCFG San Pedro 2,8180 BCFG San Pedro 2,ACO 1246,ACO 1246,2020-12-29T07:16:11Z,2020-12-20T09:00:00Z,7300243552,"DHL,SDO Trucking",8d 22H 16M 11S,771371s (~1.28 weeks)
8180 BCFG San Pedro 2,8180 BCFG San Pedro 2,ACO 1246,ACO 1246,2020-12-29T07:16:11Z,2021-01-04T09:00:00Z,7300245346,"DHL,SDO Trucking",-6d -1H -43M -49S,-524629s (~-6.07 days)
8100 BCFG San Pedro,NA,SPC9047,NA,2020-12-29T07:16:14Z,NA,NA,"DHL,SPC Trucking",NA,NA
8100 BCFG San Pedro,NA,SPC9047,NA,2020-12-29T07:16:15Z,NA,NA,"DHL,SPC Trucking",NA,NA
8180 BCFG San Pedro 2,NA,UYE 904,NA,2020-12-29T07:16:17Z,NA,NA,"DHL,Boyemma Trading",NA,NA
STRATEGIC DISTRIBUTORS INC.,NA,AAU 9430,NA,2020-12-29T07:16:25Z,NA,NA,"DHL,Boyemma Trading",NA,NA
8070 BCFG Calamba,NA,AUA9787,NA,2020-12-29T07:17:00Z,NA,NA,"DHL,SPC Trucking",NA,NA
DMAYA PLUS ENTERPRISES-ISABELA,NA,BVU 237,NA,2020-12-29T07:17:12Z,NA,NA,"DHL,DMaya One Logistics",NA,NA
PUREGOLD PRICE CLUB - VISAYAS AVE.,NA,NAZ 1371,NA,2020-12-29T07:17:23Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8174 BCFG DC Pinagbuhatan,NA,CAZ 2904,NA,2020-12-29T07:17:35Z,NA,NA,"DHL,Kilometrico Inc.",NA,NA
8070 BCFG Calamba,NA,RKC 132,NA,2020-12-29T07:17:39Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
PUREGOLD PRICE CLUB-STO TOMAS BAT,PUREGOLD PRICE CLUB-STO TOMAS BAT,CO4132,CO4132,2020-12-29T07:17:55Z,2020-12-22T09:00:00Z,7300235464,"DHL,Protege Logistics",6d 22H 17M 55S,598675s (~6.93 days)
8100 BCFG San Pedro,NA,RES 798,NA,2020-12-29T07:17:56Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
8420 South Mega DC,NA,WIV304,NA,2020-12-29T07:18:00Z,NA,NA,"DHL,Gods Favor",NA,NA
8420 South Mega DC,NA,AAB 1133,NA,2020-12-29T07:18:24Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
ROBINSON'S SUPERMARKET-TUTUBAN,NA,NAW7961,NA,2020-12-29T07:20:13Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
8030 BCFG Bagong Ilog,NA,CCO6756,NA,2020-12-29T07:20:15Z,NA,NA,"DHL,Gods Favor",NA,NA
"PG LAWSON COMPANY, INC. - PASIG",NA,ABB5231,NA,2020-12-29T07:21:06Z,NA,NA,"DHL,Gods Favor",NA,NA
8060 BCFG Tarlac,NA,WVQ159,NA,2020-12-29T07:21:16Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PUREGOLD PRICE CLUB-SAN PEDRO ANGON,NA,SPC9047,NA,2020-12-29T07:21:37Z,NA,NA,"DHL,SPC Trucking,DHL,SPC Trucking",NA,NA
PUREGOLD PRICE CLUB - SAN PEDRO,NA,SPC9047,NA,2020-12-29T07:21:37Z,NA,NA,"DHL,SPC Trucking,DHL,SPC Trucking",NA,NA
8420 South Mega DC,NA,ABK1673,NA,2020-12-29T07:22:15Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
DMAYA PLUS ENTERPRISES-ISABELA,NA,ABK1580,NA,2020-12-29T07:22:15Z,NA,NA,"DHL,DHL,DMaya One Logistics",NA,NA
8050 BCFG Pampanga,NA,WAQ919,NA,2020-12-29T07:22:16Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8410 North Mega DC,NA,WAQ919,NA,2020-12-29T07:22:16Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
ROBINSON'S SUPERMARKET-TUTUBAN,NA,NAW7961,NA,2020-12-29T07:22:55Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
8180 BCFG San Pedro 2,NA,AAQ 9801,NA,2020-12-29T07:23:03Z,NA,NA,"DHL,Boyemma Trading",NA,NA
PUREGOLD PRICE CLUB - JR PAROLA,NA,ABC 7411,NA,2020-12-29T07:24:15Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
SIDAMO DISTRIBUTION INC.,NA,CAJ7517,NA,2020-12-29T07:24:21Z,NA,NA,"DHL,MDP Trucking",NA,NA
SAVEMORE - CITYWALK TARLAC,NA,CAH 9430,NA,2020-12-29T07:24:23Z,NA,NA,"DHL,Van Van Trucking and Construction Supply",NA,NA
PH Batino Grocery - Destination,NA,ABK3209,NA,2020-12-29T07:24:32Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PH Cross-dock Hub South GMA,NA,ABK3209,NA,2020-12-29T07:24:32Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PH Cross-dock Hub South Luzon,NA,ABK3209,NA,2020-12-29T07:24:32Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PUREGOLD PRICE CLUB-SAN PEDRO ANGON,NA,SPC9047,NA,2020-12-29T07:24:47Z,NA,NA,"DHL,SPC Trucking,DHL,SPC Trucking",NA,NA
PUREGOLD PRICE CLUB - SAN PEDRO,NA,SPC9047,NA,2020-12-29T07:24:47Z,NA,NA,"DHL,SPC Trucking,DHL,SPC Trucking",NA,NA
PUREGOLD PRICE CLUB - PARIAN JR,NA,ABL 1603,NA,2020-12-29T07:24:47Z,NA,NA,"DHL,Bulldog Trucking Service",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NAK1897,NAK1897,2020-12-29T07:25:06Z,2021-01-04T01:53:00Z,7300243828,"DHL,Gods Favor",-5d -18H -27M -54S,-498474s (~-5.77 days)
8060 BCFG Tarlac,NA,AUA7959,NA,2020-12-29T07:25:54Z,NA,NA,DHL,NA,NA
DMAYA PLUS ENTERPRISES-ISABELA,NA,ABK1580,NA,2020-12-29T07:26:13Z,NA,NA,"DHL,DHL,DMaya One Logistics",NA,NA
8110 BCFG Cavite,NA,RGR394,NA,2020-12-29T07:26:16Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
SAVEMORE - CITYWALK TARLAC,NA,CAH 9430,NA,2020-12-29T07:26:29Z,NA,NA,"DHL,Van Van Trucking and Construction Supply",NA,NA
PUREGOLD PRICE CLUB - JR PAROLA,NA,ABC 7411,NA,2020-12-29T07:26:33Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8020 BCFG MCD,NA,CAC4529,NA,2020-12-29T07:26:44Z,NA,NA,"DHL,MDP Trucking",NA,NA
8174 BCFG DC Pinagbuhatan,NA,CAZ 1682,NA,2020-12-29T07:26:50Z,NA,NA,"DHL,Kilometrico Inc.",NA,NA
"MATRIX MASTER MKTG., INC. - LOWER L","MATRIX MASTER MKTG., INC. - LOWER L",CAA6847,CAA6847,2020-12-29T07:26:57Z,2020-12-28T09:00:00Z,7300239919,"DHL,MDP Trucking",22H 26M 57S,80817s (~22.45 hours)
8174 BCFG DC Pinagbuhatan,NA,ABC 7416,NA,2020-12-29T07:27:11Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
SUPER 8 GROCERY WAREHOUSE - DASMARI,NA,CBB 1578,NA,2020-12-29T07:27:15Z,NA,NA,"DHL,Truckmans Enterprises Inc",NA,NA
HELIOS PRIME SALES AND DISTRIBUTION,NA,CAQ2531,NA,2020-12-29T07:27:16Z,NA,NA,"DHL,IMFG Trucking Services",NA,NA
PUREGOLD PRICE CLUB - PARIAN JR,NA,ABL 1603,NA,2020-12-29T07:27:49Z,NA,NA,"DHL,Bulldog Trucking Service",NA,NA
8420 South Mega DC,NA,AWA4353,NA,2020-12-29T07:28:29Z,NA,NA,"DHL,Protege Logistics",NA,NA
PUREGOLD PRICE CLUB - DIVISORIA,NA,NAW7961,NA,2020-12-29T07:29:43Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
HELIOS PRIME SALES AND DISTRIBUTION,NA,CAQ2531,NA,2020-12-29T07:30:16Z,NA,NA,"DHL,IMFG Trucking Services",NA,NA
8420 South Mega DC,8420 South Mega DC,MPK 6574,MPK 6574,2020-12-29T07:30:16Z,2021-01-04T01:09:00Z,7300243589,"DHL,M.P. Kagaoan Ent. Inc.",-5d -17H -38M -44S,-495524s (~-5.74 days)
8420 South Mega DC,NA,#292,NA,2020-12-29T07:30:17Z,NA,NA,DHL,NA,NA
PUREGOLD PRICE CLUB - JR PAROLA,NA,ABC 7411,NA,2020-12-29T07:30:19Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8070 BCFG Calamba,8070 BCFG Calamba,ABA9892,ABA9892,2020-12-29T07:30:20Z,2020-12-30T03:56:00Z,7300241630,"DHL,Express 23 Trucking",-20H -25M -40S,-73540s (~-20.43 hours)
8020 BCFG MCD,NA,ACA4374,NA,2020-12-29T07:30:37Z,NA,NA,"DHL,Len-Mar Trucking Services",NA,NA
8410 North Mega DC,NA,CCN 2013,NA,2020-12-29T07:30:45Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8050 BCFG Pampanga,NA,ABK2618,NA,2020-12-29T07:31:02Z,NA,NA,"DHL,MDP Trucking",NA,NA
8410 North Mega DC,NA,ABK2618,NA,2020-12-29T07:31:02Z,NA,NA,"DHL,MDP Trucking",NA,NA
8420 South Mega DC,NA,AUA7934,NA,2020-12-29T07:31:20Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8050 BCFG Pampanga,NA,WIH 423,NA,2020-12-29T07:31:22Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8410 North Mega DC,NA,WIH 423,NA,2020-12-29T07:31:22Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
"FISHER RETAIL, INC. - QUEZON AVE.",NA,WJK 489,NA,2020-12-29T07:31:28Z,NA,NA,"DHL,JT Mendoza Trucking",NA,NA
8050 BCFG Pampanga,NA,CAJ7144,NA,2020-12-29T07:31:39Z,NA,NA,"DHL,MDP Trucking",NA,NA
8410 North Mega DC,NA,CAJ7144,NA,2020-12-29T07:31:39Z,NA,NA,"DHL,MDP Trucking",NA,NA
8420 South Mega DC,NA,AUA6096,NA,2020-12-29T07:31:41Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8174 BCFG DC Pinagbuhatan,NA,ABK7856,NA,2020-12-29T07:32:37Z,NA,NA,"DHL,Gods Favor",NA,NA
PUREGOLD PRICE CLUB - MOONWALK,NA,NDJ 6703,NA,2020-12-29T07:32:56Z,NA,NA,DHL,NA,NA
PUREGOLD PRICE CLUB - DIVISORIA,NA,NAW7961,NA,2020-12-29T07:33:01Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
KAREILA MANAGEMENT - C5 LIBIS,NA,ACA4374,NA,2020-12-29T07:33:18Z,NA,NA,"DHL,Len-Mar Trucking Services",NA,NA
8174 BCFG DC Pinagbuhatan,NA,CAZ 2904,NA,2020-12-29T07:33:55Z,NA,NA,"DHL,Kilometrico Inc.",NA,NA
8060 BCFG Tarlac,NA,CAR 1603,NA,2020-12-29T07:34:01Z,NA,NA,"DHL,Kimberlin Trucking",NA,NA
PUREGOLD PRICE CLUB - JUAN LUNA TON,NA,NAW7961,NA,2020-12-29T07:34:09Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
8420 South Mega DC,NA,CAL 7917,NA,2020-12-29T07:34:10Z,NA,NA,"DHL,Express 23 Trucking",NA,NA
8050 BCFG Pampanga,NA,AUA9780,NA,2020-12-29T07:34:26Z,NA,NA,"DHL,SPC Trucking",NA,NA
8410 North Mega DC,NA,AUA9780,NA,2020-12-29T07:34:26Z,NA,NA,"DHL,SPC Trucking",NA,NA
HELIOS PRIME SALES AND DISTRIBUTION,NA,CAZ 1682,NA,2020-12-29T07:35:19Z,NA,NA,"DHL,Kilometrico Inc.",NA,NA
SIDAMO DISTRIBUTION INC.,NA,CAJ7517,NA,2020-12-29T07:35:20Z,NA,NA,"DHL,MDP Trucking",NA,NA
KAREILA MANAGEMENT - C5 LIBIS,NA,ACA4374,NA,2020-12-29T07:35:39Z,NA,NA,"DHL,Len-Mar Trucking Services",NA,NA
PUREGOLD PRICE CLUB - OSMENA HIGHWA,NA,CCN6790,NA,2020-12-29T07:35:50Z,NA,NA,"DHL,Truckmans Enterprises Inc",NA,NA
8050 BCFG Pampanga,NA,WIH 423,NA,2020-12-29T07:35:56Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8410 North Mega DC,NA,WIH 423,NA,2020-12-29T07:35:56Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
SUPER GROCERS INC. - ROSARIO,NA,NCK1208,NA,2020-12-29T07:36:01Z,NA,NA,"DHL,Gods Favor",NA,NA
THOCH MARKETING,NA,ACK3487,NA,2020-12-29T07:36:06Z,NA,NA,"DHL,Gods Favor",NA,NA
8174 BCFG DC Pinagbuhatan,NA,BYM 0842,NA,2020-12-29T07:37:26Z,NA,NA,"DHL,Boyemma Trading",NA,NA
PUREGOLD PRICE CLUB - OSMENA HIGHWA,NA,CCN6790,NA,2020-12-29T07:38:10Z,NA,NA,"DHL,Truckmans Enterprises Inc",NA,NA
HELIOS PRIME SALES AND DISTRIBUTION,NA,CAZ 1682,NA,2020-12-29T07:38:20Z,NA,NA,"DHL,Kilometrico Inc.",NA,NA
8020 BCFG MCD,NA,CAA4792,NA,2020-12-29T07:38:51Z,NA,NA,"DHL,MDP Trucking",NA,NA
ACRO DISTRIBUTION - PANGASINAN,NA,BVU153,NA,2020-12-29T07:38:59Z,NA,NA,"DHL,DMaya One Logistics",NA,NA
PH Lipa CPW FG - Source,NA,WAQ887,NA,2020-12-29T07:39:05Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PH Lipa CPW FG - Destination,NA,WAQ887,NA,2020-12-29T07:39:05Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PUREGOLD PRICE CLUB - SPALENGKE ANT,NA,NBI6110,NA,2020-12-29T07:39:52Z,NA,NA,"DHL,BES Serv Logistics Corp",NA,NA
PUREGOLD PRICE CLUB - SPALENGKE ANT,NA,TJQ 712,NA,2020-12-29T07:40:03Z,NA,NA,"DHL,BES Serv Logistics Corp",NA,NA
8050 BCFG Pampanga,NA,WAQ919,NA,2020-12-29T07:40:12Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8410 North Mega DC,NA,WAQ919,NA,2020-12-29T07:40:12Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8160 BCFG Binan,NA,NBO 9769,NA,2020-12-29T07:40:16Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
8160 BCFG Binan,NA,NBO 9769,NA,2020-12-29T07:40:19Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
8420 South Mega DC,8420 South Mega DC,CAL 6793,CAL 6793,2020-12-29T07:41:01Z,2020-12-30T05:08:00Z,7300241706,"DHL,M.P. Kagaoan Ent. Inc.",-21H -26M -59S,-77219s (~-21.45 hours)
SUPER GROCERS INC. - ROSARIO,NA,NCK1208,NA,2020-12-29T07:41:01Z,NA,NA,"DHL,Gods Favor",NA,NA
THOCH MARKETING,NA,ACK3487,NA,2020-12-29T07:41:06Z,NA,NA,"DHL,Gods Favor",NA,NA
PUREGOLD PRICE CLUB - FRESH MKT NOV,NA,NDI 1701,NA,2020-12-29T07:41:10Z,NA,NA,DHL,NA,NA
8420 South Mega DC,NA,NLQ 761,NA,2020-12-29T07:41:23Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
PUREGOLD PRICE CLUB - FAIRVIEW,NA,TDH 782,NA,2020-12-29T07:41:53Z,NA,NA,"DHL,iCargo Services Inc.",NA,NA
8420 South Mega DC,NA,AUA6096,NA,2020-12-29T07:42:24Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
PUREGOLD PRICE CLUB INC.- CENTRAL T,NA,AAR1591,NA,2020-12-29T07:42:27Z,NA,NA,"DHL,Protege Logistics",NA,NA
SUPER 8 GROCERY WAREHOUSE - DASMARI,NA,CBB 1578,NA,2020-12-29T07:42:51Z,NA,NA,"DHL,Truckmans Enterprises Inc",NA,NA
PUREGOLD PRICE CLUB - FRESH MKT NOV,NA,NDI 1701,NA,2020-12-29T07:43:16Z,NA,NA,DHL,NA,NA
8410 North Mega DC,NA,AUA9780,NA,2020-12-29T07:44:02Z,NA,NA,"DHL,SPC Trucking",NA,NA
8050 BCFG Pampanga,NA,AUA9780,NA,2020-12-29T07:44:02Z,NA,NA,"DHL,SPC Trucking",NA,NA
PUREGOLD PRICE CLUB - FAIRVIEW,NA,TDH 782,NA,2020-12-29T07:44:09Z,NA,NA,"DHL,iCargo Services Inc.",NA,NA
PUREGOLD PRICE CLUB - MERCEDES,NA,NAK1897,NA,2020-12-29T07:44:49Z,NA,NA,"DHL,Gods Favor",NA,NA
8420 South Mega DC,NA,RKC 132,NA,2020-12-29T07:44:55Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
DMAYA PLUS ENTERPRISES-ISABELA,NA,BVU 237,NA,2020-12-29T07:44:59Z,NA,NA,"DHL,DMaya One Logistics",NA,NA
PUREGOLD PRICE CLUB INC.- CENTRAL T,NA,AAR1591,NA,2020-12-29T07:45:02Z,NA,NA,"DHL,Protege Logistics",NA,NA
8174 BCFG DC Pinagbuhatan,NA,AFA8081,NA,2020-12-29T07:45:04Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
CSI WAREHOUSE CLUB INC.,NA,CAE 2596,NA,2020-12-29T07:45:17Z,NA,NA,"DHL,DHL,AJ and RD Hauling Service",NA,NA
"Optimized Customer Solutions, Inc.",NA,WIF929,NA,2020-12-29T07:45:32Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PH Batino Grocery - Destination,NA,WAQ257,NA,2020-12-29T07:45:51Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PH Batino Grocery - Source,NA,WAQ257,NA,2020-12-29T07:45:58Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8070 BCFG Calamba,NA,#030110,NA,2020-12-29T07:46:16Z,NA,NA,DHL,NA,NA
"Optimized Customer Solutions, Inc.",NA,WIF929,NA,2020-12-29T07:47:46Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
"MAGICLUB, INC. - TAYUG",NA,ULQ107,NA,2020-12-29T07:47:47Z,NA,NA,"DHL,DHL,AJ and RD Hauling Service",NA,NA
PUREGOLD PRICE CLUB - PANTOK,NA,APA 4895,NA,2020-12-29T07:48:15Z,NA,NA,"DHL,Upright Carrier",NA,NA
PUREGOLD PRICE CLUB - MERCEDES,NA,CAZ 2904,NA,2020-12-29T07:48:17Z,NA,NA,"DHL,Kilometrico Inc.",NA,NA
PUREGOLD PRICE CLUB - PANTOK,NA,NAU 3065,NA,2020-12-29T07:48:21Z,NA,NA,"DHL,Upright Carrier",NA,NA
PUREGOLD PRICE CLUB - MERCEDES,NA,NAK1897,NA,2020-12-29T07:48:47Z,NA,NA,"DHL,Gods Favor",NA,NA
SUPER 8 GROCERY WAREHOUSE-NOVALICHE,NA,NDI 1701,NA,2020-12-29T07:49:19Z,NA,NA,DHL,NA,NA
SUY SING COMMERCIAL-MEYCAUAYAN BUL.,NA,TXT 947,NA,2020-12-29T07:49:22Z,NA,NA,"DHL,Grupo Marilen, Inc.",NA,NA
PUREGOLD PRICE CLUB - JUAN LUNA TON,NA,NAW7961,NA,2020-12-29T07:50:33Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
PUREGOLD PRICE CLUB -  KARUHATAN,NA,AWA3405,NA,2020-12-29T07:50:46Z,NA,NA,"DHL,Unovo Enterprises",NA,NA
PUREGOLD PRICE CLUB - PANTOK,NA,NAU 3065,NA,2020-12-29T07:51:01Z,NA,NA,"DHL,Upright Carrier",NA,NA
8050 BCFG Pampanga,NA,NA,NA,2020-12-29T07:51:05Z,NA,NA,"DHL,Tres Hijos Trucking Services",NA,NA
8410 North Mega DC,NA,NA,NA,2020-12-29T07:51:05Z,NA,NA,"DHL,Tres Hijos Trucking Services",NA,NA
PUREGOLD PRICE CLUB - V. MAPA,NA,CCO5374,NA,2020-12-29T07:51:15Z,NA,NA,"DHL,Gods Favor",NA,NA
PUREGOLD PRICE CLUB-STO TOMAS BAT,NA,MV503816,NA,2020-12-29T07:51:17Z,NA,NA,"DHL,Protege Logistics",NA,NA
SUPER 8 GROCERY WAREHOUSE-NOVALICHE,NA,NDI 1701,NA,2020-12-29T07:51:22Z,NA,NA,DHL,NA,NA
NA,NA,AMA2076,NA,2020-12-29T07:51:31Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8070 BCFG Calamba,NA,AMA2076,NA,2020-12-29T07:51:31Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8060 BCFG Tarlac,NA,NAT8755,NA,2020-12-29T07:51:34Z,NA,NA,"DHL,Gods Favor",NA,NA
PUREGOLD PRICE CLUB - MERCEDES,NA,CAZ 2904,NA,2020-12-29T07:52:47Z,NA,NA,"DHL,Kilometrico Inc.",NA,NA
PUREGOLD PRICE CLUB - PANTOK,NA,APA 4895,NA,2020-12-29T07:53:09Z,NA,NA,"DHL,Upright Carrier",NA,NA
PH Batino Grocery - Destination,NA,NBI6069,NA,2020-12-29T07:53:15Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
Pure Logistics Express Inc.,NA,RLK586,NA,2020-12-29T07:53:20Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PUREGOLD PRICE CLUB - LIPA,NA,WQK981,NA,2020-12-29T07:53:20Z,NA,NA,"Pailo Forwarder,DHL",NA,NA
PUREGOLD PRICE CLUB -  KARUHATAN,NA,AWA3405,NA,2020-12-29T07:53:24Z,NA,NA,"DHL,Unovo Enterprises",NA,NA
PUREGOLD PRICE CLUB - V. MAPA,NA,CCO5374,NA,2020-12-29T07:53:48Z,NA,NA,"DHL,Gods Favor",NA,NA
PUREGOLD PRICE CLUB - SAN MATEO RIZ,NA,NAI8910,NA,2020-12-29T07:54:10Z,NA,NA,"DHL,Redex Sales & Logistics, Inc.",NA,NA
8050 BCFG Pampanga,NA,WAQ919,NA,2020-12-29T07:54:55Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8410 North Mega DC,NA,WAQ919,NA,2020-12-29T07:54:55Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8174 BCFG DC Pinagbuhatan,NA,ABC 7413,NA,2020-12-29T07:54:55Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
PUREGOLD PRICE CLUB - SAN MATEO RIZ,NA,NAI8910,NA,2020-12-29T07:54:57Z,NA,NA,"DHL,Redex Sales & Logistics, Inc.",NA,NA
SUY SING COMMERCIAL-MEYCAUAYAN BUL.,NA,TXT 947,NA,2020-12-29T07:55:14Z,NA,NA,"DHL,Grupo Marilen, Inc.",NA,NA
8070 BCFG Calamba,NA,AMA2076,NA,2020-12-29T07:55:31Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
"FISHER RETAIL, INC. - QUEZON AVE.",NA,UHP423,NA,2020-12-29T07:55:31Z,NA,NA,"DHL,JT Mendoza Trucking",NA,NA
"EVER PLUS SUPERSTORE, INC.-ROCES",NA,WJK 489,NA,2020-12-29T07:55:39Z,NA,NA,"DHL,JT Mendoza Trucking",NA,NA
PUREGOLD PRICE CLUB - MERCEDES,NA,AFA8081,NA,2020-12-29T07:55:59Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
SUPER SM - PULILAN,NA,CAL4616,NA,2020-12-29T07:56:09Z,NA,NA,"DHL,MDP Trucking",NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,NBK 4387,NBK 4387,2020-12-29T07:56:35Z,2021-01-03T08:25:00Z,7300241989,"DHL,Kilometrico Inc.",-5d 0H -28M -25S,-433705s (~-5.02 days)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,NBK 4387,NBK 4387,2020-12-29T07:56:35Z,2021-01-04T05:04:00Z,7300242467,"DHL,Kilometrico Inc.",-5d -21H -7M -25S,-508045s (~-5.88 days)
PH Batino Grocery - Destination,NA,NBI6069,NA,2020-12-29T07:56:42Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PUREGOLD PRICE CLUB - LIPA,NA,WQK981,NA,2020-12-29T07:56:43Z,NA,NA,"Pailo Forwarder,DHL",NA,NA
PH Batino Grocery - Source,NA,NBI6069,NA,2020-12-29T07:56:51Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8060 BCFG Tarlac,NA,CAH 9430,NA,2020-12-29T07:58:00Z,NA,NA,"DHL,Van Van Trucking and Construction Supply",NA,NA
"FISHER RETAIL, INC. - QUEZON AVE.",NA,UHP423,NA,2020-12-29T07:58:37Z,NA,NA,"DHL,JT Mendoza Trucking",NA,NA
8050 BCFG Pampanga,NA,NA,NA,2020-12-29T07:58:44Z,NA,NA,"DHL,Tres Hijos Trucking Services",NA,NA
8410 North Mega DC,NA,NA,NA,2020-12-29T07:58:44Z,NA,NA,"DHL,Tres Hijos Trucking Services",NA,NA
PUREGOLD PRICE CLUB-STO TOMAS BAT,NA,RKE795,NA,2020-12-29T07:59:19Z,NA,NA,"DHL,Protege Logistics",NA,NA
SUPER GROCERS INC. - SAN PEDRO,NA,NBL2891,NA,2020-12-29T07:59:19Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
SUPER SM - PULILAN,NA,CAL4616,NA,2020-12-29T07:59:43Z,NA,NA,"DHL,MDP Trucking",NA,NA
SUPER SM - MONUMENTO,NA,ABK 5585,NA,2020-12-29T07:59:46Z,NA,NA,"DHL,Xtian & Xtine Enterprises",NA,NA
